id,original,segmented,tagged
105,ساده يوه شپه راغی او مال يې له دې ځای څخه واخيسته او کورته يې يو وړ,سادهBيوهBشپهBراغیBاوBمالBيېBلهBدېBځایBڅخهBواخيستهBاوBکورتهBيېBيوBوړ,"[[""ساده"", ""JJ""], [""يوه"", ""DT""], [""شپه"", ""NN.C.1.F""], [""راغی"", ""NN.C.1.M""], [""او"", ""CC""], [""مال"", ""NN.C.1.M""], [""يې"", ""PR.C""], [""له"", ""IN""], [""دې"", ""DT""], [""ځای"", ""NN.C.1.M""], [""څخه"", ""PT""], [""واخيسته"", ""VB.D""], [""او"", ""CC""], [""کورته"", ""NN.C.1.F""], [""يې"", ""PR.C""], [""يو"", ""DT""], [""وړ"", ""JJ""]]"
106,شاعران مجبور کړل چې سېمبولونو ته پناه يوسي,شاعرانBمجبورBکړلBچېBسېمبولونوBتهBپناهBيوسي,"[[""شاعران"", ""NN.C.2""], [""مجبور"", ""JJ""], [""کړل"", ""VB.INF""], [""چې"", ""CC""], [""سېمبولونو"", ""NN.C.2""], [""ته"", ""PT""], [""پناه"", ""NN.C.1.F""], [""يوسي"", ""VB.H""]]"
107,هغوی له هرې پېښې د خپلې چوکۍ د ځواکمنتيا لپاره کار اخلي او هرڅه په طالبانو ور اړوي,هغویBلهBهرېBپېښېBدBخپلېBچوکۍBدBځواکمنتياBلپارهBکارBاخليBاوBهرڅهBپهBطالبانوBورBاړوي,"[[""هغوی"", ""PR.P.iii""], [""له"", ""IN""], [""هرې"", ""PR.DIS""], [""پېښې"", ""NN.C.1.F""], [""د"", ""IN""], [""خپلې"", ""JJ""], [""چوکۍ"", ""NN.C.1.M""], [""د"", ""IN""], [""ځواکمنتيا"", ""NN.C.1.M""], [""لپاره"", ""PT""], [""کار"", ""NN.C.1.M""], [""اخلي"", ""VB.P""], [""او"", ""CC""], [""هرڅه"", ""PR.DIS""], [""په"", ""IN""], [""طالبانو"", ""NN.C.2""], [""ور"", ""FX""], [""اړوي"", ""VB.P""]]"
108,سرچينه زياتوي د قزاقستان له حکومت او لاريون کوونکو څخه یې هیله کوو چې شته ستونزې د خبرو او سوله ييزو لارو حل کړي او دغه هېواد ته ارامي او ثبات راوګرځي,سرچينهBزياتويBدBقزاقستانBلهBحکومتBاوBلاريونBکوونکوBڅخهBیېBهیلهBکووBچېBشتهBستونزېBدBخبروBاوBسولهSييزوBلاروBحلBکړيBاوBدغهBهېوادBتهBاراميBاوBثباتBراوګرځي,"[[""سرچينه"", ""NN.C.1.F""], [""زياتوي"", ""VB.P""], [""د"", ""IN""], [""قزاقستان"", ""NN.P""], [""له"", ""IN""], [""حکومت"", ""NN.C.1.M""], [""او"", ""CC""], [""لاريون"", ""NN.C.1.M""], [""کوونکو"", ""JJ""], [""څخه"", ""PT""], [""یې"", ""PR.C""], [""هیله"", ""NN.C.1.F""], [""کوو"", ""VB.PX""], [""چې"", ""CC""], [""شته"", ""NN.C.1.F""], [""ستونزې"", ""NN.C.2""], [""د"", ""IN""], [""خبرو"", ""NN.C.2""], [""او"", ""CC""], [""سوله ييزو"", ""JJ""], [""لارو"", ""NN.C.2""], [""حل"", ""NN.C.1.M""], [""کړي"", ""VB.DX""], [""او"", ""CC""], [""دغه"", ""DT""], [""هېواد"", ""NN.C.1.M""], [""ته"", ""PT""], [""ارامي"", ""JJ""], [""او"", ""CC""], [""ثبات"", ""NN.C.1.M""], [""راوګرځي"", ""VB.H""]]"
109,د افغانستان روغتیا وزارت د معلوماتو په اساس په دې سره په هیواد کې په کرونا ویروس د اخته کسانو شمېر ۳۷۵۰۶ تنو ته پورته شوو,دBافغانستانBروغتیاBوزارتBدBمعلوماتوBپهBاساسBپهBدېBسرهBپهBهیوادBکېBپهBکروناSویروسBدBاختهBکسانوBشمېرB۳۷۵۰۶BتنوBتهBپورتهBشوو,"[[""د"", ""IN""], [""افغانستان"", ""NN.P""], [""روغتیا"", ""NN.C.1.M""], [""وزارت"", ""NN.C.1.M""], [""د"", ""IN""], [""معلوماتو"", ""NN.C.2""], [""په"", ""IN""], [""اساس"", ""NN.C.1.M""], [""په"", ""IN""], [""دې"", ""DT""], [""سره"", ""PT""], [""په"", ""IN""], [""هیواد"", ""NN.C.1.M""], [""کې"", ""PT""], [""په"", ""IN""], [""کرونا ویروس"", ""NN.P""], [""د"", ""IN""], [""اخته"", ""JJ""], [""کسانو"", ""NN.C.2""], [""شمېر"", ""NN.C.1.M""], [""۳۷۵۰۶"", ""NB""], [""تنو"", ""NN.C.2""], [""ته"", ""PT""], [""پورته"", ""RB""], [""شوو"", ""VB.N""]]"
110,رویټرز خبري اژانس وايي چې په اسیا کې د نړۍ د کروناویروس ۱۲ فیصده او په منځني ختیځ کې نهه فیصده پېښې ثبتې شوي دي,رویټرزBخبريSاژانسBواييBچېBپهBاسیاBکېBدBنړۍBدBکروناویروسB۱۲BفیصدهBاوBپهBمنځنيSختیځBکېBنههBفیصدهBپېښېBثبتېBشويBدي,"[[""رویټرز"", ""NN.P""], [""خبري اژانس"", ""NN.C.1.F""], [""وايي"", ""VB.P""], [""چې"", ""CC""], [""په"", ""IN""], [""اسیا"", ""NN.P""], [""کې"", ""PT""], [""د"", ""IN""], [""نړۍ"", ""NN.C.1.F""], [""د"", ""IN""], [""کروناویروس"", ""NN.P""], [""۱۲"", ""NB""], [""فیصده"", ""NN.C.1.F""], [""او"", ""CC""], [""په"", ""IN""], [""منځني ختیځ"", ""NN.P""], [""کې"", ""PT""], [""نهه"", ""NB""], [""فیصده"", ""NN.C.1.F""], [""پېښې"", ""NN.C.1.F""], [""ثبتې"", ""JJ""], [""شوي"", ""VB.DX""], [""دي"", ""VB.PC""]]"
111,چې د الکوزي صيب د درمل دغه اړخ هم د پام وړ دی,چېBدBالکوزيBصيبBدBدرملBدغهBاړخBهمBدBپامBوړBدی,"[[""چې"", ""CC""], [""د"", ""IN""], [""الکوزي"", ""JJ""], [""صيب"", ""JJ""], [""د"", ""IN""], [""درمل"", ""NN.C.1.M""], [""دغه"", ""DT""], [""اړخ"", ""NN.C.1.M""], [""هم"", ""RB""], [""د"", ""IN""], [""پام"", ""NN.C.1.M""], [""وړ"", ""JJ""], [""دی"", ""VB.PC""]]"
112,په وروستیو کې د افغان خبریالانو پر وړاندې هره اونۍ د مختلفو بېلابېلو پېښو خبرونه ورکول کیږي,پهBوروستیوBکېBدBافغانBخبریالانوBپرBوړاندېBهرهBاونۍBدBمختلفوBبېلابېلوBپېښوBخبرونهBورکولBکیږي,"[[""په"", ""IN""], [""وروستیو"", ""JJ""], [""کې"", ""PT""], [""د"", ""IN""], [""افغان"", ""JJ""], [""خبریالانو"", ""NN.C.2""], [""پر"", ""IN""], [""وړاندې"", ""RB""], [""هره"", ""JJ""], [""اونۍ"", ""NN.C.1.F""], [""د"", ""IN""], [""مختلفو"", ""JJ""], [""بېلابېلو"", ""JJ""], [""پېښو"", ""NN.C.2""], [""خبرونه"", ""NN.C.1.F""], [""ورکول"", ""VB.INF""], [""کیږي"", ""VB.P""]]"
113,د دې وزارت په وینا همداشان ۴۰۰ موټر ویجاړ شوي دي,دBدېBوزارتBپهBویناBهمداشانB۴۰۰BموټرBویجاړBشويBدي,"[[""د"", ""IN""], [""دې"", ""DT""], [""وزارت"", ""NN.C.1.M""], [""په"", ""IN""], [""وینا"", ""NN.C.1.F""], [""همداشان"", ""RB""], [""۴۰۰"", ""NB""], [""موټر"", ""NN.C.1.M""], [""ویجاړ"", ""JJ""], [""شوي"", ""VB.DX""], [""دي"", ""VB.PC""]]"
114,دا پرېکړه سره له اوسه عملي کیږي او له دې وروسته د زمبابوې هېڅ یو لوبغاړی اجازه نه لري چې د کرکټ د نړیوالې شورا په لوبو او سیالیو کې ولوبیږي,داBپرېکړهBسرهBلهBاوسهBعمليBکیږيBاوBلهBدېBوروستهBدBزمبابوېBهېڅSیوBلوبغاړیBاجازهBنهBلريBچېBدBکرکټBدBنړیوالېBشوراBپهBلوبوBاوBسیالیوBکېBولوبیږي,"[[""دا"", ""DT""], [""پرېکړه"", ""NN.C.1.F""], [""سره"", ""PT""], [""له"", ""IN""], [""اوسه"", ""VB.IMP""], [""عملي"", ""JJ""], [""کیږي"", ""VB.P""], [""او"", ""CC""], [""له"", ""IN""], [""دې"", ""DT""], [""وروسته"", ""RB""], [""د"", ""IN""], [""زمبابوې"", ""NN.P""], [""هېڅ یو"", ""RB""], [""لوبغاړی"", ""NN.C.1.M""], [""اجازه"", ""NN.C.1.F""], [""نه"", ""PT""], [""لري"", ""VB.P""], [""چې"", ""CC""], [""د"", ""IN""], [""کرکټ"", ""NN.C.1.M""], [""د"", ""IN""], [""نړیوالې"", ""JJ""], [""شورا"", ""NN.C.1.F""], [""په"", ""IN""], [""لوبو"", ""NN.C.2""], [""او"", ""CC""], [""سیالیو"", ""NN.C.2""], [""کې"", ""PT""], [""ولوبیږي"", ""VB.H""]]"
115,د طبیعي قند یا طبیعي خوږو لرونکې مېوې کولای شي سټرس له منځه یوسي,دBطبیعيBقندBیاBطبیعيBخوږوBلرونکېBمېوېBکولایBشيBسټرسBلهSمنځهBیوسي,"[[""د"", ""IN""], [""طبیعي"", ""JJ""], [""قند"", ""NN.C.1.M""], [""یا"", ""CC""], [""طبیعي"", ""JJ""], [""خوږو"", ""JJ""], [""لرونکې"", ""NN.C.1.F""], [""مېوې"", ""NN.C.1.F""], [""کولای"", ""VB.DX""], [""شي"", ""VB.H""], [""سټرس"", ""NN.C.1.M""], [""له منځه"", ""RB""], [""یوسي"", ""VB.H""]]"
116,د دې ډول نشه يي موادو قاچاق څو ولايتونو ته غځېدلی دی,دBدېBډولBنشهSييBموادوBقاچاقBڅوBولايتونوBتهBغځېدلیBدی,"[[""د"", ""IN""], [""دې"", ""DT""], [""ډول"", ""NN.C.1.M""], [""نشه يي"", ""JJ""], [""موادو"", ""NN.C.2""], [""قاچاق"", ""NN.C.1.M""], [""څو"", ""RP""], [""ولايتونو"", ""NN.C.2""], [""ته"", ""PT""], [""غځېدلی"", ""VB.D""], [""دی"", ""VB.PC""]]"
117,همدارنګه د افغانستان په فوټبال ملي لوبډله کې هغه افغان لوبغاړي لوبېږي چې ویل کېږي اکثره یې په بهر کې اوسېږي,همدارنګهBدBافغانستانBپهBفوټبالBمليBلوبډلهBکېBهغهBافغانBلوبغاړيBلوبېږيBچېBویلBکېږيBاکثرهBیېBپهBبهرBکېBاوسېږي,"[[""همدارنګه"", ""RB""], [""د"", ""IN""], [""افغانستان"", ""NN.P""], [""په"", ""IN""], [""فوټبال"", ""NN.C.1.M""], [""ملي"", ""JJ""], [""لوبډله"", ""NN.C.1.F""], [""کې"", ""PT""], [""هغه"", ""DT""], [""افغان"", ""JJ""], [""لوبغاړي"", ""NN.C.2""], [""لوبېږي"", ""VB.P""], [""چې"", ""CC""], [""ویل"", ""VB.INF""], [""کېږي"", ""VB.P""], [""اکثره"", ""RB""], [""یې"", ""PR.C""], [""په"", ""IN""], [""بهر"", ""RB""], [""کې"", ""PT""], [""اوسېږي"", ""VB.P""]]"
118,د طبیعي علم له علماء کرام د لاس او خولې خیر رسیږي,دBطبیعيBعلمBلهBعلماءBکرامBدBلاسBاوBخولېBخیرBرسیږي,"[[""د"", ""IN""], [""طبیعي"", ""JJ""], [""علم"", ""NN.C.1.M""], [""له"", ""IN""], [""علماء"", ""NN.C.2""], [""کرام"", ""FX""], [""د"", ""IN""], [""لاس"", ""NN.C.1.M""], [""او"", ""CC""], [""خولې"", ""NN.C.1.F""], [""خیر"", ""NN.C.1.M""], [""رسیږي"", ""VB.P""]]"
119,د دې ریاست د معیشت بدیل مدیر حضرت خالد وايي چې بزګرانو ته یې له حلال کښت څخه د زیات حاصل ترلاسه کولو په موخه لسګونه سړې او شنې خونې هم جوړې کړې,دBدېBریاستBدBمعیشتBبدیلBمدیرBحضرتBخالدBواييBچېBبزګرانوBتهBیېBلهBحلالBکښتBڅخهBدBزیاتBحاصلBترلاسهBکولوBپهBموخهBلسګونهBسړېBاوBشنېBخونېBهمBجوړېBکړې,"[[""د"", ""IN""], [""دې"", ""DT""], [""ریاست"", ""NN.C.1.M""], [""د"", ""IN""], [""معیشت"", ""NN.C.1.M""], [""بدیل"", ""JJ""], [""مدیر"", ""NN.C.1.M""], [""حضرت"", ""JJ""], [""خالد"", ""NN.P""], [""وايي"", ""VB.P""], [""چې"", ""CC""], [""بزګرانو"", ""NN.C.2""], [""ته"", ""PT""], [""یې"", ""PR.C""], [""له"", ""IN""], [""حلال"", ""JJ""], [""کښت"", ""NN.C.1.M""], [""څخه"", ""PT""], [""د"", ""IN""], [""زیات"", ""JJ""], [""حاصل"", ""NN.C.1.M""], [""ترلاسه"", ""JJ""], [""کولو"", ""VB.G""], [""په"", ""IN""], [""موخه"", ""NN.C.1.F""], [""لسګونه"", ""JJ""], [""سړې"", ""NN.C.1.F""], [""او"", ""CC""], [""شنې"", ""JJ""], [""خونې"", ""JJ""], [""هم"", ""RB""], [""جوړې"", ""RB""], [""کړې"", ""VB.DX""]]"
120,د دریمو هېوادونو د اتباعو او د هغو افغانانو د تګ زمینه برابره کړي چې له خطر سره مخامخ وي,دBدریموBهېوادونوBدBاتباعوBاوBدBهغوBافغانانوBدBتګBزمینهBبرابرهBکړيBچېBلهBخطرBسرهBمخامخBوي,"[[""د"", ""IN""], [""دریمو"", ""NB""], [""هېوادونو"", ""NN.C.2""], [""د"", ""IN""], [""اتباعو"", ""NN.C.2""], [""او"", ""CC""], [""د"", ""IN""], [""هغو"", ""DT""], [""افغانانو"", ""NN.C.2""], [""د"", ""IN""], [""تګ"", ""NN.C.1.M""], [""زمینه"", ""JJ""], [""برابره"", ""JJ""], [""کړي"", ""VB.DX""], [""چې"", ""CC""], [""له"", ""IN""], [""خطر"", ""NN.C.1.M""], [""سره"", ""PT""], [""مخامخ"", ""JJ""], [""وي"", ""VB.DC""]]"
121,شيخ هيبت الله زياته کړې چې عمومي عفوه اعلان شوې او څوک د دې حق نه لري چې چا ته سزا ورکړي,شيخBهيبتSاللهBزياتهBکړېBچېBعموميBعفوهBاعلانBشوېBاوBڅوکBدBدېBحقBنهBلريBچېBچاBتهBسزاBورکړي,"[[""شيخ"", ""NN.C.1.M""], [""هيبت الله"", ""NN.P""], [""زياته"", ""JJ""], [""کړې"", ""VB.DX""], [""چې"", ""CC""], [""عمومي"", ""JJ""], [""عفوه"", ""NN.C.2""], [""اعلان"", ""NN.C.1.M""], [""شوې"", ""VB.DX""], [""او"", ""CC""], [""څوک"", ""PR.W""], [""د"", ""IN""], [""دې"", ""DT""], [""حق"", ""NN.C.1.M""], [""نه"", ""PT""], [""لري"", ""VB.P""], [""چې"", ""CC""], [""چا"", ""PR.W""], [""ته"", ""PT""], [""سزا"", ""NN.C.1.F""], [""ورکړي"", ""VB.D""]]"
122,"زده کونکي خپله مورنۍ يا دوهمه ملي ژبه هغه وخت پياوړې کوالی شي ، چې خبرې پرې وکړي ، ويې ليکي او له نورو يې په واضح او صحيح ډول واوري","زدهBکونکيBخپلهBمورنۍBياBدوهمهBمليBژبهBهغهBوختBپياوړېBکوالیBشيB،BچېBخبرېBپرېBوکړيB،BويېBليکيBاوBلهBنوروBيېBپهBواضحBاوBصحيحBډولBواوري","[[""زده"", ""JJ""], [""کونکي"", ""NN.C.2""], [""خپله"", ""JJ""], [""مورنۍ"", ""JJ""], [""يا"", ""CC""], [""دوهمه"", ""NB""], [""ملي"", ""JJ""], [""ژبه"", ""NN.C.1.F""], [""هغه"", ""DT""], [""وخت"", ""NN.C.1.M""], [""پياوړې"", ""JJ""], [""کوالی"", ""VB.PX""], [""شي"", ""VB.H""], [""،"", ""PU""], [""چې"", ""CC""], [""خبرې"", ""NN.C.1.F""], [""پرې"", ""RB""], [""وکړي"", ""VB.H""], [""،"", ""PU""], [""ويې"", ""PT""], [""ليکي"", ""VB.P""], [""او"", ""CC""], [""له"", ""IN""], [""نورو"", ""RB""], [""يې"", ""PR.C""], [""په"", ""IN""], [""واضح"", ""JJ""], [""او"", ""CC""], [""صحيح"", ""JJ""], [""ډول"", ""NN.C.1.M""], [""واوري"", ""VB.H""]]"
123,طالبانو تېره یکشنبه پر پلازمېنه کابل ولکه وکړه او له هماغې ورځې راهیسې په هوایي ډګر کې وضعیت بحراني دی,طالبانوBتېرهBیکشنبهBپرBپلازمېنهBکابلBولکهBوکړهBاوBلهBهماغېBورځېBراهیسېBپهBهوایيSډګرBکېBوضعیتBبحرانيBدی,"[[""طالبانو"",""NN.C.2""],[""تېره"",""JJ""],[""یکشنبه"",""NN.P""],[""پر"",""IN""],[""پلازمېنه"",""NN.C.1.F""],[""کابل"",""NN.P""],[""ولکه"",""NN.C.1.F""],[""وکړه"",""VB.DX""],[""او"",""CC""],[""له"",""IN""],[""هماغې"",""RB""],[""ورځې"",""NN.C.1.F""],[""راهیسې"",""RB""],[""په"",""IN""],[""هوایي ډګر"",""NN.C.1.M""],[""کې"",""PT""],[""وضعیت"",""NN.C.1.M""],[""بحراني"",""JJ""],[""دی"",""VB.PC""]]"
124,داسې هم ویل کیږي په افغانستان کې د کرکټ مینوال لا د ماتې د زغملو دود نه دی خپل کړی,داسېBهمBویلBکیږيBپهBافغانستانBکېBدBکرکټBمینوالBلاBدBماتېBدBزغملوBدودBنهBدیBخپلBکړی,"[[""داسې"", ""RB""], [""هم"", ""RB""], [""ویل"", ""VB.INF""], [""کیږي"", ""VB.P""], [""په"", ""IN""], [""افغانستان"", ""NN.P""], [""کې"", ""PT""], [""د"", ""IN""], [""کرکټ"", ""NN.C.1.M""], [""مینوال"", ""NN.C.1.M""], [""لا"", ""RB""], [""د"", ""IN""], [""ماتې"", ""NN.C.1.F""], [""د"", ""IN""], [""زغملو"", ""VB.G""], [""دود"", ""NN.C.1.M""], [""نه"", ""PT""], [""دی"", ""VB.PC""], [""خپل"", ""JJ""], [""کړی"", ""VB.DX""]]"
125,"کله چې امریکا د پوځیانو د ایستلو په اړه خپله پریکړه اعلان کړه ، جمهور رئیس غني خلیلزاد ته وویل اوس زه ازاد یم چې په افغاني شکل به جګړه وکړم","کلهBچېBامریکاBدBپوځیانوBدBایستلوBپهBاړهBخپلهBپریکړهBاعلانBکړهB،BجمهورBرئیسBغنيBخلیلزادBتهBوویلBاوسBزهBازادBیمBچېBپهBافغانيBشکلBبهBجګړهBوکړم","[[""کله"", ""RB""], [""چې"", ""CC""], [""امریکا"", ""NN.P""], [""د"", ""IN""], [""پوځیانو"", ""NN.C.2""], [""د"", ""IN""], [""ایستلو"", ""VB.G""], [""په"", ""IN""], [""اړه"", ""NN.C.1.F""], [""خپله"", ""JJ""], [""پریکړه"", ""NN.C.1.F""], [""اعلان"", ""NN.C.1.M""], [""کړه"", ""NN.C.1.F""], [""،"", ""PU""], [""جمهور"", ""JJ""], [""رئیس"", ""NN.C.1.M""], [""غني"", ""NN.P""], [""خلیلزاد"", ""NN.P""], [""ته"", ""PT""], [""وویل"", ""VB.INF""], [""اوس"", ""RB""], [""زه"", ""PR.P.i""], [""ازاد"", ""JJ""], [""یم"", ""VB.PC""], [""چې"", ""CC""], [""په"", ""IN""], [""افغاني"", ""JJ""], [""شکل"", ""NN.C.1.M""], [""به"", ""BA""], [""جګړه"", ""NN.C.1.F""], [""وکړم"", ""VB.H""]]"
126,تر دغه هوايي برید دوه ورځې مخکې امریکایي چارواکو وویل چې په ننګرهار کې د داعش خراسان ډلې هغه کس په نښه او وژلی دی چې د کابل د ځانمرګي برید د پلان جوړونې مسولیت یې لره,ترBدغهBهواييBبریدBدوهBورځېBمخکېBامریکایيBچارواکوBوویلBچېBپهBننګرهارBکېBدBداعشBخراسانBډلېBهغهBکسBپهBنښهBاوBوژلیBدیBچېBدBکابلBدBځانمرګيBبریدBدBپلانBجوړونېBمسولیتBیېBلره,"[[""تر"",""IN""],[""دغه"",""DT""],[""هوايي"",""JJ""],[""برید"",""NN.C.1.M""],[""دوه"",""NB""],[""ورځې"",""NN.C.1.F""],[""مخکې"",""JJ""],[""امریکایي"",""JJ""],[""چارواکو"",""NN.C.2""],[""وویل"",""VB.INF""],[""چې"",""CC""],[""په"",""IN""],[""ننګرهار"",""NN.P""],[""کې"",""PT""],[""د"",""IN""],[""داعش"",""NN.P""],[""خراسان"",""NN.P""],[""ډلې"",""NN.C.1.F""],[""هغه"",""DT""],[""کس"",""NN.C.1.M""],[""په"",""IN""],[""نښه"",""NN.C.1.F""],[""او"",""CC""],[""وژلی"",""VB.D""],[""دی"",""VB.PC""],[""چې"",""CC""],[""د"",""IN""],[""کابل"",""NN.P""],[""د"",""IN""],[""ځانمرګي"",""JJ""],[""برید"",""NN.C.1.M""],[""د"",""IN""],[""پلان"",""NN.C.1.M""],[""جوړونې"",""NN.C.1.F""],[""مسولیت"",""NN.C.1.M""],[""یې"",""PR.C""],[""لره"",""PT""]]"
127,د پښتنو مینه چې له سترګو الفاظو ته رسي همداسې کیفیت راځي,دBپښتنوBمینهBچېBلهBسترګوBالفاظوBتهBرسيBهمداسېBکیفیتBراځي,"[[""د"", ""IN""], [""پښتنو"", ""JJ""], [""مینه"", ""NN.P""], [""چې"", ""CC""], [""له"", ""IN""], [""سترګو"", ""NN.C.2""], [""الفاظو"", ""NN.C.2""], [""ته"", ""PT""], [""رسي"", ""VB.P""], [""همداسې"", ""RB""], [""کیفیت"", ""NN.C.1.M""], [""راځي"", ""VB.P""]]"
